Sr.No.,Application Name,Volume Customer(Mn),Value Customer (Cr),Volume B2C (Mn),Value B2C (Cr),Volume B2B(Mn),Value B2B(Cr),Volume (Mn),Value (Cr)
56,Bank of Maharashtra Apps,0.05,8.18,0,0,0,0,0.05,8.18
57,Karur Vysya Bank Apps,0.05,16.11,0,0,0,0,0.05,16.11
58,MakeMyTrip,0.04,20.49,0,0,0,0,0.04,20.49
59,Shriram One,0.04,2.33,0,0,0,0,0.04,2.33
60,Equitas Small Finance Bank Apps,0.03,19.23,0,0,0,0,0.03,19.23
61,NSDL Payments Bank Apps,0.03,5.39,0,0,0,0,0.03,5.39
62,Allahabad Bank Apps,0.03,7.81,0,0,0,0,0.03,7.81
63,Punjab Sind Bank Apps,0.03,12.74,0,0,0,0,0.03,12.74
64,DHANI,0.03,4.2,0,0,0,0,0.03,4.2
65,Utkarsh Small Finance Bank Apps,0.02,6.67,0,0,0,0,0.02,6.67
66,Jammu and Kashmir Bank Apps,0.01,2.8,0,0,0,0,0.01,2.8
67,DIGIKHATA,0.01,3.81,0,0,0,0,0.01,3.81
68,ZOICICI,0.01,1,0,0,0,0,0.01,1
69,Dhanlaxmi Bank Apps,0.01,3.02,0,0,0,0,0.01,3.02
70,GoIbibo,0.01,2.99,0,0,0,0,0.01,2.99
71,SURYODAY,0.01,0.03,0,0,0,0,0.01,0.03
72,Bandhan Bank Apps,0.01,0.87,0,0,0,0,0.01,0.87
73,Others,0.03,8.45,0,0,0,0.01,0.03,8.46
